value_rank,player,team,pos,age,salary_millions,vorp,ws,bpm,vorp_per_million,position_avg_vorp,vorp_above_position,position_adj_value,expected_salary_millions,overpay_millions,value_tier,pts_per_game,mp_per_game,g
266,Isaiah Jackson,LAC,C,24.0,7.6,0.2,2.6,-1.2,0.0263,1.0864864864864865,-0.886,-0.1166,9.2,-1.6,Fair,6.7,16.5,55
267,Bennedict Mathurin,LAC,SF,23.0,9.19,-0.2,2.1,-2.5,-0.0218,0.8842857142857142,-1.084,-0.118,6.69,2.5,Fringe,17.6,30.0,54
268,Jordan Miller,LAC,SF,26.0,0.71,0.8,3.5,0.2,1.1268,0.8842857142857142,-0.084,-0.1183,12.96,-12.25,Elite Value,10.0,22.1,60
269,Justin Champagnie,WAS,SF,24.0,2.35,0.6,3.1,-0.4,0.2553,0.8842857142857142,-0.284,-0.1209,11.71,-9.36,Fair,8.7,20.0,69
270,Jarace Walker,IND,PF,22.0,6.67,-0.2,0.5,-2.4,-0.03,0.61375,-0.814,-0.122,6.69,-0.02,Fringe,11.6,25.7,76
271,Ziaire Williams,BRK,SF,24.0,6.25,0.1,1.6,-1.7,0.016,0.8842857142857142,-0.784,-0.1254,8.57,-2.32,Fair,10.2,22.9,56
272,Aaron Nesmith,IND,SF,26.0,11.0,-0.5,0.7,-3.4,-0.0455,0.8842857142857142,-1.384,-0.1258,4.81,6.19,Fringe,13.8,29.7,45
273,Daniss Jenkins,DET,PG,24.0,3.81,0.5,2.9,-0.7,0.1312,0.9902777777777777,-0.49,-0.1286,11.08,-7.27,Fair,9.3,20.2,72
274,Egor Dёmin,BRK,PG,19.0,6.89,0.1,0.9,-1.6,0.0145,0.9902777777777777,-0.89,-0.1292,8.57,-1.68,Fair,10.3,25.2,52
275,Jared McCain,OKC,SG,21.0,4.22,-0.1,1.5,-2.4,-0.0237,0.4457142857142857,-0.546,-0.1294,7.32,-3.1,Fringe,8.3,17.3,67
276,Gabe Vincent,ATL,PG,29.0,11.5,-0.5,0.6,-4.3,-0.0435,0.9902777777777777,-1.49,-0.1296,4.81,6.69,Fringe,4.4,16.6,53
277,Peyton Watson,DEN,SF,23.0,4.36,0.3,2.6,-1.2,0.0688,0.8842857142857142,-0.584,-0.1339,9.83,-5.47,Fair,14.6,29.6,54
278,Kevon Looney,NOP,C,29.0,8.0,0.0,0.7,-1.8,0.0,1.0864864864864865,-1.086,-0.1358,7.95,0.05,Fringe,2.8,14.7,21
279,Andre Drummond,PHI,C,32.0,5.0,0.4,3.4,-0.6,0.08,1.0864864864864865,-0.686,-0.1372,10.45,-5.45,Fair,6.4,19.5,63
280,Zach Edey,MEM,C,23.0,6.04,0.2,0.8,0.5,0.0331,1.0864864864864865,-0.886,-0.1467,9.2,-3.16,Fair,13.6,25.8,11
281,Ochai Agbaji,BRK,SG,25.0,6.38,-0.5,0.9,-4.0,-0.0784,0.4457142857142857,-0.946,-0.1483,4.81,1.57,Fringe,5.1,15.7,62
282,Gary Harris,MIL,SG,31.0,3.63,-0.1,0.7,-2.5,-0.0275,0.4457142857142857,-0.546,-0.1504,7.32,-3.69,Fringe,2.7,13.8,48
283,Jose Alvarado,NYK,PG,27.0,4.5,0.3,2.2,-1.0,0.0667,0.9902777777777777,-0.69,-0.1533,9.83,-5.33,Fair,7.4,19.9,69
284,Tyus Jones,DEN,PG,29.0,7.0,-0.1,1.0,-2.4,-0.0143,0.9902777777777777,-1.09,-0.1557,7.32,-0.32,Fringe,3.0,14.6,67
285,Asa Newell,ATL,PF,20.0,3.24,0.1,1.2,-1.5,0.0309,0.61375,-0.514,-0.1586,8.57,-5.33,Fair,5.2,11.4,44
286,Jett Howard,ORL,SF,22.0,5.53,0.0,1.3,-1.8,0.0,0.8842857142857142,-0.884,-0.1599,7.95,-2.42,Fringe,5.5,12.6,55
287,Quinten Post,GSW,PF,25.0,1.96,0.3,1.9,-1.1,0.1531,0.61375,-0.314,-0.1602,9.83,-7.87,Fair,7.7,17.3,67
288,Kasparas Jakučionis,MIA,PG,19.0,3.66,0.4,2.3,-0.4,0.1093,0.9902777777777777,-0.59,-0.1612,10.45,-6.79,Fair,6.2,17.8,53
289,Carter Bryant,SAS,PF,20.0,4.9,-0.2,1.3,-3.0,-0.0408,0.61375,-0.814,-0.1661,6.69,-1.79,Fringe,4.2,11.5,71
290,Cam Thomas,MIL,SG,24.0,6.84,-0.7,-0.4,-5.2,-0.1023,0.4457142857142857,-1.146,-0.1675,3.56,3.28,Fringe,13.5,21.0,42
291,Jock Landale,ATL,C,30.0,2.3,0.7,3.8,-0.1,0.3043,1.0864864864864865,-0.386,-0.1678,12.33,-10.03,Elite Value,10.6,22.1,68
292,Gradey Dick,TOR,SG,22.0,4.99,-0.4,1.4,-3.6,-0.0802,0.4457142857142857,-0.846,-0.1695,5.44,-0.45,Fringe,6.0,14.0,76
293,Jaden Hardy,WAS,SG,23.0,6.0,-0.6,-0.2,-4.8,-0.1,0.4457142857142857,-1.046,-0.1743,4.19,1.81,Fringe,9.2,15.8,57
293,D'Angelo Russell,DAL,PG,29.0,5.68,0.0,0.0,-2.3,0.0,0.9902777777777777,-0.99,-0.1743,7.95,-2.27,Fringe,10.2,19.0,26
295,Ryan Dunn,PHO,SF,23.0,2.66,0.4,2.6,-0.9,0.1504,0.8842857142857142,-0.484,-0.182,10.45,-7.79,Fair,5.8,19.4,70
296,Jase Richardson,ORL,SG,20.0,2.98,-0.1,1.0,-2.5,-0.0336,0.4457142857142857,-0.546,-0.1832,7.32,-4.34,Fringe,4.4,10.9,54
297,Jeremiah Fears,NOP,PG,19.0,7.52,-0.4,0.6,-2.7,-0.0532,0.9902777777777777,-1.39,-0.1848,5.44,2.08,Fringe,14.3,25.8,82
298,Tre Mann,CHO,PG,24.0,8.0,-0.5,0.0,-5.3,-0.0625,0.9902777777777777,-1.49,-0.1862,4.81,3.19,Fringe,5.5,12.6,53
299,Mouhamed Gueye,ATL,PF,23.0,2.22,0.2,2.7,-1.3,0.0901,0.61375,-0.414,-0.1865,9.2,-6.98,Fair,4.4,15.3,77
299,GG Jackson II,MEM,PF,21.0,2.22,0.2,1.3,-1.2,0.0901,0.61375,-0.414,-0.1865,9.2,-6.98,Fair,12.5,21.4,55
301,Tre Johnson,WAS,SG,19.0,8.24,-1.1,-0.7,-5.0,-0.1335,0.4457142857142857,-1.546,-0.1876,1.1,7.14,Fringe,12.2,24.1,60
302,Sion James,CHO,SG,23.0,2.3,0.0,3.1,-2.0,0.0,0.4457142857142857,-0.446,-0.1939,7.95,-5.65,Fringe,5.4,22.5,82
303,Seth Curry,GSW,SG,35.0,1.76,0.1,0.4,0.2,0.0568,0.4457142857142857,-0.346,-0.1966,8.57,-6.81,Fair,7.1,13.3,10
303,Kyshawn George,WAS,SF,22.0,2.97,0.3,0.6,-1.2,0.101,0.8842857142857142,-0.584,-0.1966,9.83,-6.86,Fair,14.8,29.0,48
305,Julian Strawther,DEN,SG,23.0,2.67,-0.1,1.3,-2.3,-0.0375,0.4457142857142857,-0.546,-0.2045,7.32,-4.65,Fringe,7.2,15.1,57
306,Nikola Jović,MIA,PF,22.0,4.45,-0.3,0.0,-3.5,-0.0674,0.61375,-0.914,-0.2054,6.07,-1.62,Fringe,7.3,17.2,47
307,Svi Mykhailiuk,UTA,SF,28.0,3.68,0.1,1.1,-1.7,0.0272,0.8842857142857142,-0.784,-0.213,8.57,-4.89,Fair,9.4,23.1,50
308,Guerschon Yabusele,CHI,C,30.0,5.5,-0.1,1.4,-2.2,-0.0182,1.0864864864864865,-1.186,-0.2156,7.32,-1.82,Fringe,5.6,15.0,67
309,Moritz Wagner,ORL,C,28.0,5.0,0.0,0.9,-2.2,0.0,1.0864864864864865,-1.086,-0.2172,7.95,-2.95,Fringe,6.9,11.9,36
310,Kris Murray,POR,SF,25.0,3.13,0.2,2.2,-1.5,0.0639,0.8842857142857142,-0.684,-0.2185,9.2,-6.07,Fair,5.8,23.4,57
311,Devin Carter,SAC,PG,23.0,4.92,-0.1,0.2,-2.6,-0.0203,0.9902777777777777,-1.09,-0.2215,7.32,-2.4,Fringe,8.9,18.4,38
312,Kyle Filipowski,UTA,C,22.0,3.0,0.4,3.1,-1.1,0.1333,1.0864864864864865,-0.686,-0.2287,10.45,-7.45,Fair,11.4,23.4,77
313,Ace Bailey,UTA,SF,19.0,9.07,-1.2,-0.1,-4.4,-0.1323,0.8842857142857142,-2.084,-0.2298,1.1,7.97,Fringe,13.8,27.6,72
314,Cole Anthony,MIL,PG,25.0,6.0,-0.4,-0.5,-4.7,-0.0667,0.9902777777777777,-1.39,-0.2317,5.44,0.56,Fringe,6.7,15.1,35
315,Amir Coffey,PHO,SG,28.0,2.3,-0.1,0.8,-3.1,-0.0435,0.4457142857142857,-0.546,-0.2374,7.32,-5.02,Fringe,3.2,10.7,46
316,Ousmane Dieng,MIL,C,22.0,6.67,-0.5,0.3,-3.8,-0.075,1.0864864864864865,-1.586,-0.2378,4.81,1.86,Fringe,7.6,19.3,57
317,Jordan Hawkins,NOP,SG,23.0,4.74,-0.7,-0.4,-6.2,-0.1477,0.4457142857142857,-1.146,-0.2418,3.56,1.18,Fringe,5.1,13.6,51
318,Terrence Shannon Jr.,MIN,SG,25.0,2.67,-0.2,1.0,-3.6,-0.0749,0.4457142857142857,-0.646,-0.2419,6.69,-4.02,Fringe,5.6,12.5,43
319,Jalen Pickett,DEN,SG,26.0,2.22,-0.1,1.0,-2.3,-0.045,0.4457142857142857,-0.546,-0.2459,7.32,-5.1,Fringe,5.2,16.1,50
320,Dwight Powell,DAL,C,34.0,4.0,0.1,2.6,-1.4,0.025,1.0864864864864865,-0.986,-0.2465,8.57,-4.57,Fair,3.3,14.3,63
321,Nikola Topić,OKC,PG,20.0,5.18,-0.3,0.0,-8.4,-0.0579,0.9902777777777777,-1.29,-0.249,6.07,-0.89,Fringe,5.2,16.0,10
322,Jaylen Clark,MIN,SG,24.0,2.19,-0.1,1.7,-2.4,-0.0457,0.4457142857142857,-0.546,-0.2493,7.32,-5.13,Fringe,4.0,13.1,68
323,Trendon Watford,PHI,PF,25.0,2.46,0.0,1.4,-1.9,0.0,0.61375,-0.614,-0.2496,7.95,-5.49,Fringe,6.5,16.3,53
324,Dalton Knecht,LAL,SF,24.0,4.01,-0.2,0.4,-3.6,-0.0499,0.8842857142857142,-1.084,-0.2703,6.69,-2.68,Fringe,4.2,10.2,54
325,Will Richard,GSW,SG,23.0,1.27,0.1,2.5,-1.7,0.0787,0.4457142857142857,-0.346,-0.2724,8.57,-7.3,Fair,6.4,20.0,69
326,Nick Smith Jr.,LAL,SG,21.0,2.71,-0.3,0.1,-4.7,-0.1107,0.4457142857142857,-0.746,-0.2753,6.07,-3.36,Fringe,6.2,12.5,30
327,Cam Whitmore,WAS,SF,21.0,3.54,-0.1,0.0,-3.3,-0.0282,0.8842857142857142,-0.984,-0.278,7.32,-3.78,Fringe,9.2,16.9,21
328,Bruce Brown,DEN,SG,29.0,2.3,-0.2,2.9,-2.4,-0.087,0.4457142857142857,-0.646,-0.2809,6.69,-4.39,Fringe,7.9,24.4,82
329,Hugo González,BOS,SF,19.0,2.78,0.1,2.2,-1.5,0.036,0.8842857142857142,-0.784,-0.282,8.57,-5.79,Fair,3.9,14.6,74
330,Liam McNeeley,CHO,SF,20.0,2.76,0.1,0.9,-1.3,0.0362,0.8842857142857142,-0.784,-0.2841,8.57,-5.81,Fair,4.3,11.9,31
331,Danny Wolf,BRK,PF,21.0,2.8,-0.2,0.8,-2.5,-0.0714,0.61375,-0.814,-0.2907,6.69,-3.89,Fringe,8.9,20.8,57
332,Yves Missi,NOP,C,21.0,3.35,0.1,2.7,-1.7,0.0299,1.0864864864864865,-0.986,-0.2943,8.57,-5.22,Fair,5.7,19.7,66
333,Thomas Bryant,CLE,C,28.0,2.3,0.4,2.3,0.1,0.1739,1.0864864864864865,-0.686,-0.2983,10.45,-8.15,Fair,6.2,12.2,60
334,Ben Sheppard,IND,SG,24.0,2.79,-0.4,1.4,-3.0,-0.1434,0.4457142857142857,-0.846,-0.3032,5.44,-2.65,Fringe,7.1,21.4,65
335,Kobe Brown,IND,PF,26.0,2.65,-0.2,1.3,-2.7,-0.0755,0.61375,-0.814,-0.3072,6.69,-4.04,Fringe,5.8,15.8,61
336,Tyler Kolek,NYK,PG,24.0,2.19,0.3,1.4,-0.6,0.137,0.9902777777777777,-0.69,-0.3151,9.83,-7.64,Fair,4.4,11.7,62
337,Micah Potter,IND,C,27.0,1.53,0.6,2.6,0.7,0.3922,1.0864864864864865,-0.486,-0.3176,11.71,-10.18,Elite Value,9.7,19.3,47
338,Taurean Prince,MIL,SF,31.0,3.3,-0.2,0.5,-3.1,-0.0606,0.8842857142857142,-1.084,-0.3285,6.69,-3.39,Fringe,9.2,23.5,26
339,Justin Edwards,PHI,SF,22.0,2.05,0.2,1.7,-1.3,0.0976,0.8842857142857142,-0.684,-0.3337,9.2,-7.15,Fair,6.0,15.3,64
340,Cody Williams,UTA,SG,21.0,5.74,-1.5,0.1,-5.5,-0.2613,0.4457142857142857,-1.946,-0.339,1.1,4.64,Fringe,8.8,24.3,67
341,Tyrese Martin,PHI,SG,26.0,2.19,-0.3,0.1,-3.4,-0.137,0.4457142857142857,-0.746,-0.3406,6.07,-3.88,Fringe,6.3,16.9,46
342,Marcus Sasser,DET,PG,25.0,2.89,0.0,0.8,-1.7,0.0,0.9902777777777777,-0.99,-0.3426,7.95,-5.06,Fringe,5.2,12.0,38
343,Rob Dillingham,CHI,PG,21.0,6.58,-1.3,-1.1,-7.3,-0.1976,0.9902777777777777,-2.29,-0.348,1.1,5.48,Fringe,6.3,14.9,65
344,Leonard Miller,CHI,SF,22.0,2.22,0.1,1.6,-1.3,0.045,0.8842857142857142,-0.784,-0.3532,8.57,-6.35,Fair,7.8,15.6,46
345,Anthony Gill,WAS,PF,33.0,2.3,-0.2,1.7,-2.6,-0.087,0.61375,-0.814,-0.3539,6.69,-4.39,Fringe,5.8,17.3,55
345,De'Anthony Melton,GSW,PG,27.0,3.08,-0.1,0.7,-2.5,-0.0325,0.9902777777777777,-1.09,-0.3539,7.32,-4.24,Fringe,12.3,23.0,49
345,Larry Nance Jr.,CLE,PF,33.0,2.3,-0.2,0.6,-3.4,-0.087,0.61375,-0.814,-0.3539,6.69,-4.39,Fringe,3.7,12.8,35
348,Noah Clowney,BRK,PF,21.0,3.4,-0.6,1.1,-3.4,-0.1765,0.61375,-1.214,-0.3571,4.19,-0.79,Fringe,12.3,27.0,66
349,Nick Richards,CHI,C,28.0,5.0,-0.7,0.6,-6.1,-0.14,1.0864864864864865,-1.786,-0.3572,3.56,1.44,Fringe,5.8,14.6,48
350,Tyler Smith,DAL,PF,21.0,1.96,-0.1,0.1,-4.8,-0.051,0.61375,-0.714,-0.3643,7.32,-5.36,Fringe,4.7,13.8,12
351,Vít Krejčí,POR,PG,25.0,2.35,0.1,2.9,-1.6,0.0426,0.9902777777777777,-0.89,-0.3787,8.57,-6.22,Fair,8.5,21.4,65
352,Johnny Furphy,IND,SG,21.0,1.96,-0.3,0.5,-3.7,-0.1531,0.4457142857142857,-0.746,-0.3806,6.07,-4.11,Fringe,5.1,18.4,35
353,Yanic Konan Niederhäuser,LAC,C,22.0,2.74,0.0,1.3,-2.2,0.0,1.0864864864864865,-1.086,-0.3964,7.95,-5.21,Fringe,4.3,10.3,41
354,Precious Achiuwa,SAC,C,26.0,2.11,0.2,2.9,-1.6,0.0948,1.0864864864864865,-0.886,-0.4199,9.2,-7.09,Fair,10.1,23.9,73
355,Tony Bradley,ATL,C,28.0,3.2,-0.3,0.9,-4.2,-0.0937,1.0864864864864865,-1.386,-0.4331,6.07,-2.87,Fringe,4.0,11.0,41
356,DeAndre Jordan,NOP,C,37.0,2.27,0.1,0.6,-0.2,0.0441,1.0864864864864865,-0.986,-0.4344,8.57,-6.3,Fair,4.4,16.6,12
357,Scotty Pippen Jr.,MEM,PG,25.0,2.27,0.0,0.1,-2.8,0.0,0.9902777777777777,-0.99,-0.4361,7.95,-5.68,Fringe,11.4,21.2,10
358,Brice Sensabaugh,UTA,SF,22.0,2.69,-0.3,1.1,-2.6,-0.1115,0.8842857142857142,-1.184,-0.4401,6.07,-3.38,Fringe,14.9,23.5,75
359,Gary Trent Jr.,MIL,SG,27.0,3.7,-1.2,-0.1,-5.4,-0.3243,0.4457142857142857,-1.646,-0.4449,1.1,2.6,Fringe,8.1,21.2,65
360,Walter Clayton,MEM,PG,22.0,3.99,-0.8,0.3,-4.3,-0.2005,0.9902777777777777,-1.79,-0.4486,2.93,1.06,Fringe,7.8,20.4,69
361,Isaiah Collier,UTA,PG,21.0,2.64,-0.2,1.7,-2.4,-0.0758,0.9902777777777777,-1.19,-0.4508,6.69,-4.05,Fringe,11.7,25.7,59
362,Aaron Holiday,HOU,PG,29.0,2.3,-0.1,1.4,-2.4,-0.0435,0.9902777777777777,-1.09,-0.4739,7.32,-5.02,Fringe,5.5,13.7,57
362,Keaton Wallace,ATL,PG,26.0,2.3,-0.1,0.7,-2.7,-0.0435,0.9902777777777777,-1.09,-0.4739,7.32,-5.02,Fringe,3.5,10.1,53
362,Chris Paul,LAC,PG,40.0,2.3,-0.1,0.1,-4.2,-0.0435,0.9902777777777777,-1.09,-0.4739,7.32,-5.02,Fringe,2.9,14.3,16
365,Jaylen Wells,MEM,SG,22.0,1.96,-0.5,1.6,-3.1,-0.2551,0.4457142857142857,-0.946,-0.4827,4.81,-2.85,Fringe,12.5,26.4,69
366,Doug McDermott,SAC,SF,34.0,2.3,-0.3,0.2,-4.4,-0.1304,0.8842857142857142,-1.184,-0.5148,6.07,-3.77,Fringe,5.7,15.1,29
367,Drake Powell,BRK,SG,20.0,3.37,-1.3,-0.1,-6.0,-0.3858,0.4457142857142857,-1.746,-0.5181,1.1,2.27,Fringe,6.5,21.0,63
368,Rayan Rupert,MEM,SG,21.0,2.35,-0.8,0.6,-5.1,-0.3404,0.4457142857142857,-1.246,-0.5302,2.93,-0.58,Fringe,5.2,16.8,64
369,Will Riley,WAS,SF,19.0,3.51,-1.0,0.4,-4.5,-0.2849,0.8842857142857142,-1.884,-0.5368,1.68,1.83,Fringe,10.3,22.1,74
370,A.J. Green,MIL,SG,26.0,2.3,-0.8,2.4,-3.3,-0.3478,0.4457142857142857,-1.246,-0.5417,2.93,-0.63,Fringe,10.4,29.1,78
371,Bub Carrington,WAS,PG,20.0,4.68,-1.6,-0.4,-4.7,-0.3419,0.9902777777777777,-2.59,-0.5534,1.1,3.58,Fringe,10.7,27.7,82
372,Jamal Shead,TOR,PG,23.0,1.96,-0.1,2.7,-2.3,-0.051,0.9902777777777777,-1.09,-0.5561,7.32,-5.36,Fringe,6.6,22.6,82
373,Drew Eubanks,SAC,C,28.0,2.3,-0.2,0.6,-3.7,-0.087,1.0864864864864865,-1.286,-0.5591,6.69,-4.39,Fringe,5.2,13.1,42
374,Ben Saraf,BRK,SG,19.0,2.88,-1.2,-1.1,-7.3,-0.4167,0.4457142857142857,-1.646,-0.5715,1.1,1.78,Fringe,7.5,20.8,44
375,Nique Clifford,SAC,SG,23.0,3.11,-1.4,-0.6,-4.9,-0.4502,0.4457142857142857,-1.846,-0.5936,1.1,2.01,Fringe,8.6,25.1,75
376,Jericho Sims,MIL,C,27.0,2.46,-0.4,3.2,-3.1,-0.1626,1.0864864864864865,-1.486,-0.6041,5.44,-2.98,Fringe,5.0,19.7,67
377,Noah Penda,ORL,SF,21.0,1.27,0.1,1.1,-1.5,0.0787,0.8842857142857142,-0.784,-0.6173,8.57,-7.3,Fair,3.8,12.8,59
378,Jalen Wilson,BRK,PF,25.0,2.22,-0.8,0.2,-5.6,-0.3604,0.61375,-1.414,-0.6369,2.93,-0.71,Fringe,6.4,15.9,54
379,Nolan Traoré,BRK,PG,19.0,3.81,-1.5,-1.6,-6.8,-0.3937,0.9902777777777777,-2.49,-0.6535,1.1,2.71,Fringe,8.9,22.2,56
380,Adem Bona,PHI,C,22.0,1.96,-0.3,2.9,-2.9,-0.1531,1.0864864864864865,-1.386,-0.7071,6.07,-4.11,Fringe,4.8,17.4,71
381,Rasheer Fleming,PHO,PF,21.0,1.27,-0.3,0.8,-3.8,-0.2362,0.61375,-0.914,-0.7197,6.07,-4.8,Fringe,4.3,12.2,55
382,Kam Jones,IND,SG,23.0,1.27,-0.6,0.0,-6.2,-0.4724,0.4457142857142857,-1.046,-0.8236,4.19,-2.92,Fringe,4.4,16.6,37
383,Nae'Qwan Tomlin,CLE,PF,25.0,0.72,0.0,2.2,-2.1,0.0,0.61375,-0.614,-0.8528,7.95,-7.23,Fringe,5.8,15.7,64
384,Tyrese Proctor,CLE,PG,21.0,1.27,-0.1,0.7,-2.8,-0.0787,0.9902777777777777,-1.09,-0.8583,7.32,-6.05,Fringe,5.4,10.9,50
385,Bryce McGowens,NOP,SG,23.0,0.72,-0.2,1.7,-2.8,-0.2778,0.4457142857142857,-0.646,-0.8972,6.69,-5.97,Fringe,8.1,21.0,42
386,Micah Peavy,NOP,SG,24.0,1.27,-0.7,0.4,-5.2,-0.5512,0.4457142857142857,-1.146,-0.9024,3.56,-2.29,Fringe,4.3,15.0,61
387,Jabari Walker,PHI,PF,23.0,0.72,-0.1,1.7,-2.7,-0.1389,0.61375,-0.714,-0.9917,7.32,-6.6,Fringe,4.3,11.9,64
388,E.J. Liddell,BRK,PF,25.0,0.71,-0.1,0.5,-3.3,-0.1408,0.61375,-0.714,-1.0056,7.32,-6.61,Fringe,5.7,13.4,26
389,Maxime Raynaud,SAC,C,22.0,1.27,-0.2,3.6,-2.4,-0.1575,1.0864864864864865,-1.286,-1.0126,6.69,-5.42,Fringe,12.5,26.5,74
390,Garrison Mathews,IND,SG,29.0,0.43,0.0,0.4,-1.3,0.0,0.4457142857142857,-0.446,-1.0372,7.95,-7.52,Fringe,5.2,13.1,15
391,Cameron Payne,PHI,PG,31.0,0.71,0.2,0.8,0.3,0.2817,0.9902777777777777,-0.79,-1.1127,9.2,-8.49,Fair,7.4,17.0,22
392,Pat Spencer,GSW,PG,29.0,0.86,-0.1,1.4,-2.3,-0.1163,0.9902777777777777,-1.09,-1.2674,7.32,-6.46,Fringe,7.2,18.6,66
393,Kobe Sanders,LAC,SG,23.0,0.48,-0.3,1.4,-2.9,-0.625,0.4457142857142857,-0.746,-1.5542,6.07,-5.59,Fringe,7.3,19.9,68
394,Spencer Jones,DEN,SF,24.0,0.62,-0.1,2.6,-2.4,-0.1613,0.8842857142857142,-0.984,-1.5871,7.32,-6.7,Fringe,5.5,22.1,64
395,Sidy Cissoko,POR,SF,21.0,0.69,-0.7,1.3,-4.0,-1.0145,0.8842857142857142,-1.584,-2.2957,3.56,-2.87,Fringe,5.1,19.1,75
396,Charles Bassey,GSW,C,25.0,0.26,0.2,0.7,1.9,0.7692,1.0864864864864865,-0.886,-3.4077,9.2,-8.94,Fair,5.8,11.8,13
397,Mac McClung,CHI,SG,27.0,0.16,-0.1,0.0,-5.1,-0.625,0.4457142857142857,-0.546,-3.4125,7.32,-7.16,Fringe,6.1,12.3,11
398,Malachi Smith,BRK,SG,26.0,0.07,0.1,0.7,-0.8,1.4286,0.4457142857142857,-0.346,-4.9429,8.57,-8.5,Fair,8.3,23.9,15
399,Christian Koloko,ATL,C,25.0,0.26,-0.2,0.3,-4.7,-0.7692,1.0864864864864865,-1.286,-4.9462,6.69,-6.43,Fringe,2.7,13.2,27
400,Killian Hayes,SAC,PG,24.0,0.26,-0.4,-0.3,-6.0,-1.5385,0.9902777777777777,-1.39,-5.3462,5.44,-5.18,Fringe,5.5,17.7,23
401,Jeremiah Robinson-Earl,DAL,PF,25.0,0.13,-0.3,0.2,-5.2,-2.3077,0.61375,-0.914,-7.0308,6.07,-5.94,Fringe,4.6,16.4,22
